CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC
8.7031,0.1071,30.2833,3.022,5.3916,0.0528,2.5598,74.6815
8.6719,0.0997,30.0256,3.6013,5.2876,0.0559,2.5838,72.9711
8.6719,0.0919,29.7251,3.6308,5.2943,0.0574,2.5993,71.53
8.6719,0.0852,30.9754,3.705,5.3695,0.0581,2.609,70.6037
8.6719,0.0798,32.1787,3.7474,5.4426,0.0587,2.6155,69.6774
8.6719,0.0765,32.1121,3.7674,5.4653,0.0592,2.6202,68.8343
8.6719,0.0744,30.9655,3.7964,5.4455,0.0589,2.6215,68.1894
8.6719,0.0734,30.3866,3.814,5.4759,0.0568,2.6171,67.5446
8.6719,0.0743,30.5451,3.8614,5.6957,0.0532,2.6072,66.9212
8.7031,0.078,30.4578,3.9038,5.8834,0.051,2.5975,66.363
8.6875,0.0812,31.1367,3.9532,6.1607,0.0528,2.594,65.8047
8.7031,0.0849,32.6193,4.0441,6.5821,0.0573,2.5974,65.3211
8.7031,0.0852,33.0779,4.0585,6.6926,0.0621,2.6061,65.1373
8.7031,0.0837,32.3348,4.0455,6.3191,0.0664,2.618,64.9535
8.6719,0.0787,32.0199,4.0716,6.2193,0.0701,2.6302,64.8429
8.6719,0.075,31.2942,4.0881,6.2877,0.0721,2.6373,65.1427
8.6719,0.0736,32.5673,3.8872,6.8559,0.0713,2.635,65.4425
8.6719,0.0744,33.4142,3.9941,8.0908,0.0695,2.6243,65.7505
8.6719,0.0769,35.9237,4.0277,8.656,0.0692,2.6084,66.1295
8.6719,0.0811,39.0932,3.972,7.7849,0.0708,2.5913,66.5085
8.6719,0.0864,40.9737,3.8675,6.8881,0.0708,2.5748,66.8984
8.7031,0.0901,41.4226,3.8286,6.7968,0.0672,2.5612,67.475
8.7266,0.0925,41.9243,3.8855,7.1381,0.0623,2.5533,68.0516
8.75,0.0968,44.2902,4.0511,8.5733,0.0612,2.5531,68.624
8.75,0.0996,45.868,4.2328,10.6937,0.066,2.5574,69.179
8.7031,0.1049,42.5833,4.2205,10.9826,0.0738,2.5596,69.7299
8.7031,0.1079,41.0105,4.1135,9.7222,0.08,2.5549,70.2809
8.75,0.1087,43.4603,4.0197,8.0158,0.0818,2.5441,70.7422
8.75,0.1119,46.5808,3.9222,7.0798,0.0792,2.5321,71.1998
8.7031,0.1157,48.7229,3.8054,6.2641,0.0738,2.5237,71.6574
8.75,0.1101,48.2748,3.6966,5.7234,0.0672,2.5225,71.8679
8.75,0.1045,50.9987,3.6013,5.5583,0.0612,2.5276,72.0544
8.7266,0.099,55.1696,3.4328,4.6953,0.058,2.5367,72.2409
8.7031,0.1007,57.0463,3.2886,4.115,0.0605,2.5467,72.3826
8.7031,0.1056,58.4009,3.0025,3.1421,0.0689,2.5548,72.5172
8.7422,0.1107,61.2587,2.8051,2.5791,0.0802,2.5591,72.6518
8.75,0.1249,61.6325,2.7555,2.4996,0.0889,2.5559,72.6997
8.75,0.1374,60.802,2.78,2.6033,0.092,2.5434,72.7278
8.75,0.148,61.6283,2.7637,2.6043,0.0898,2.5241,72.756
8.75,0.1556,63.3377,2.6907,2.5395,0.085,2.5026,72.7629
8.7031,0.1591,61.0109,2.6202,2.4501,0.0797,2.4828,72.7634
8.75,0.157,57.5633,2.3789,2.0234,0.0747,2.4673,72.7638
8.75,0.1548,54.1157,2.414,2.068,0.0697,2.4518,72.691
8.75,0.1521,52.8645,2.598,2.5408,0.0672,2.4437,72.5896
8.7031,0.1416,52.1158,2.7343,3.1449,0.0667,2.4413,72.4882
8.7266,0.1356,50.8905,2.8706,3.7491,0.0665,2.4434,72.0842
8.75,0.1239,49.3627,3.065,4.4991,0.0655,2.4485,71.5322
8.75,0.1167,48.9966,3.1446,4.7771,0.0642,2.4561,70.9802
8.75,0.1135,49.531,3.1879,4.9024,0.0637,2.4657,70.2502
8.7031,0.1076,47.9641,3.2231,4.9699,0.0635,2.4761,69.4127
8.7031,0.1016,46.6527,3.2499,5.0009,0.062,2.4854,68.5753
8.7031,0.0964,45.2737,3.2967,5.0876,0.0583,2.4925,67.6129
8.7266,0.0898,41.8056,3.3351,5.1134,0.0533,2.4989,66.5583
8.7031,0.0899,41.2793,3.3492,5.0409,0.0494,2.5088,65.5038
8.7031,0.0873,40.5083,3.3516,4.9088,0.0478,2.5236,64.7206
8.6875,0.0871,41.0621,3.3575,4.7523,0.0482,2.5419,64.1805
8.6719,0.0858,41.9924,3.4056,4.7538,0.0502,2.5615,63.6404
8.6719,0.0856,43.5996,3.4585,4.8063,0.0531,2.579,63.2602
8.6719,0.0839,43.846,3.5243,4.8772,0.0562,2.5928,63.0536
8.6875,0.0853,44.4709,3.6364,5.0723,0.0587,2.6028,62.847
8.6719,0.0845,44.6895,3.7645,5.3427,0.0603,2.6104,62.7038
8.6719,0.084,44.3069,3.8676,5.5814,0.0607,2.6174,62.6443
8.6719,0.0871,44.7614,3.9846,5.7839,0.0598,2.6235,62.5848
8.625,0.0875,43.7402,4.0572,5.888,0.0575,2.6283,62.4973
8.6719,0.0847,43.639,4.1689,5.9411,0.0549,2.6321,62.365
8.6719,0.0842,43.793,4.2451,5.9927,0.054,2.6372,62.2327
8.6719,0.0831,45.5149,4.3131,6.0334,0.0554,2.6431,62.0939
8.6719,0.0814,47.2617,4.3753,6.0486,0.058,2.6473,61.9424
8.6719,0.0797,47.1551,4.4279,6.0428,0.0603,2.6478,61.791
8.6719,0.0785,47.2812,4.4911,6.0008,0.0619,2.6462,61.6813
8.6719,0.0781,47.1701,4.5322,5.9743,0.0632,2.6447,61.675
8.6875,0.0762,46.6993,4.546,5.8926,0.0638,2.6442,61.6688
8.6719,0.078,48.5545,4.544,5.7817,0.0641,2.6452,61.7116
8.6719,0.0776,47.5312,4.5361,5.7085,0.0643,2.6468,61.9102
8.6719,0.0769,46.4836,4.552,5.664,0.0645,2.6483,62.1088
8.6719,0.0766,47.1593,4.5381,5.5842,0.0649,2.6496,62.3401
8.6719,0.0774,45.6379,4.5175,5.5109,0.0653,2.6504,62.7096
8.6719,0.0789,45.1674,4.4969,5.4376,0.0658,2.6506,63.079
8.6719,0.0802,44.3653,4.4737,5.3058,0.0664,2.6497,63.4385
8.6719,0.0807,42.8223,4.4545,5.2261,0.067,2.648,63.7382
8.6719,0.0804,42.7537,4.4834,5.268,0.0674,2.6464,64.038
8.6719,0.0801,42.8258,4.5204,5.3293,0.067,2.6452,64.3136
8.6719,0.0806,44.6267,4.5719,5.4046,0.0655,2.6444,64.3613
8.6719,0.082,45.1523,4.6285,5.5152,0.0629,2.6429,64.4089
8.6719,0.0838,44.4029,4.6885,5.6575,0.0601,2.6408,64.4435
8.6719,0.0851,43.2229,4.7497,5.83,0.058,2.6403,64.2164
8.6719,0.0854,44.1911,4.754,5.8745,0.056,2.6422,63.9893
8.6719,0.0846,44.666,4.7711,5.9331,0.0532,2.6466,63.7621
8.6719,0.0833,45.0571,4.7776,5.9835,0.0508,2.6525,63.5168
8.6719,0.0825,44.5444,4.7711,6.002,0.0516,2.6595,63.2714
8.6719,0.0829,43.2029,4.7711,5.9754,0.0563,2.6656,63.0261
8.6719,0.0843,41.6322,4.754,5.9331,0.0635,2.6686,62.9372
8.6719,0.0862,41.4164,4.7221,5.8656,0.0705,2.6664,62.8564
8.7031,0.0882,41.3002,4.72,5.829,0.0743,2.6589,62.7756
8.6719,0.0908,40.5335,4.7755,5.9628,0.0741,2.6488,62.9025
8.6719,0.0934,39.4757,4.7928,6.0853,0.0712,2.6406,63.0515
8.6719,0.0949,36.7196,4.7928,6.0206,0.0671,2.6371,63.2006
8.6719,0.0946,37.4024,4.6617,5.6081,0.0628,2.6378,63.4009
8.6719,0.0926,39.306,4.6041,5.4891,0.059,2.6399,63.6099
8.6719,0.0901,40.6491,4.5759,5.4259,0.0566,2.6422,63.8189
8.6719,0.0878,40.7764,4.5401,5.3599,0.0561,2.6449,64.0446
8.6719,0.0856,43.1615,4.4527,5.2039,0.0572,2.6477,64.2743
8.6719,0.0838,43.3523,4.3716,5.0061,0.0584,2.6496,64.504
8.6719,0.0825,42.9702,4.3023,4.8502,0.0592,2.6507,64.7246
8.6719,0.0821,43.1315,4.224,4.7306,0.0602,2.6508,64.9423
8.6719,0.082,43.2161,4.2101,4.6443,0.0616,2.6494,65.16
8.6719,0.0821,40.525,4.2827,4.8534,0.062,2.6465,65.3909
8.6719,0.0822,40.4509,4.3166,4.9443,0.061,2.6436,65.6271
8.6719,0.0825,40.3667,4.3202,4.9716,0.0594,2.6419,65.8633
8.6719,0.0831,39.7847,4.313,4.9785,0.0578,2.6414,66.0936
8.6719,0.0841,40.9966,4.2789,4.9242,0.056,2.6407,66.3208
8.6719,0.085,39.5104,4.1859,4.7771,0.0541,2.6391,66.5481
8.6719,0.0854,41.2188,4.1247,4.6181,0.0525,2.6372,66.7268
8.6719,0.0847,46.8737,4.0848,4.5363,0.0525,2.6373,66.8751
8.6719,0.083,52.2465,4.0585,4.5124,0.0549,2.64,67.0235
8.6719,0.0808,55.3184,4.0848,4.5139,0.0584,2.6428,67.1119
8.6719,0.0792,55.6065,4.0683,4.5199,0.061,2.6425,67.1545
8.6719,0.0801,53.0732,4.0782,4.5875,0.0613,2.6384,67.1971
8.6719,0.0843,50.3503,4.098,4.695,0.06,2.6327,67.2227
8.6719,0.091,47.0938,4.0585,4.6212,0.0598,2.6295,67.2326
8.6719,0.0973,47.5283,4.0132,4.5875,0.0625,2.6301,67.2425
8.6719,0.1004,50.6766,3.9283,4.458,0.0675,2.6318,67.3001
8.6719,0.0999,57.1585,3.7733,4.1398,0.0714,2.6299,67.4112
8.6719,0.0974,59.2526,3.7332,4.075,0.0716,2.6226,67.5224
8.6719,0.0952,55.1481,3.6994,4.0878,0.0693,2.6128,67.7195
8.6875,0.0938,52.3806,3.7389,4.1776,0.0665,2.6048,68.0336
8.6719,0.1004,49.0906,3.6966,4.1359,0.0644,2.6014,68.3477
8.6719,0.1079,46.1492,3.6389,4.0673,0.0628,2.6027,68.7077
8.6484,0.1149,44.935,3.5854,3.9152,0.062,2.6074,69.1441
8.6719,0.1168,44.5142,3.3825,3.5637,0.0628,2.6123,69.5806
8.6719,0.1121,44.4348,3.2342,3.2599,0.0653,2.6134,69.9781
8.6719,0.1042,46.0606,3.2845,3.3637,0.0667,2.608,70.2958
8.6719,0.0981,47.9629,3.3754,3.7278,0.065,2.5981,70.6135
8.6719,0.096,51.316,3.3754,3.7358,0.0607,2.5896,70.8229
8.6719,0.0976,57.6307,3.2458,3.5336,0.056,2.5873,70.7531
8.6719,0.1019,67.3793,3.0753,3.1511,0.0538,2.5927,70.6833
8.6719,0.1101,76.7364,2.9945,3.0219,0.0559,2.6033,70.5147
8.6719,0.1239,87.8124,2.9739,3.0589,0.061,2.6127,70.0176
8.6875,0.1436,92.9802,2.8907,2.949,0.0655,2.6146,69.5206
8.6719,0.1664,92.3951,2.773,2.6774,0.0659,2.6078,68.9881
8.6484,0.188,85.0341,2.6741,2.4519,0.0621,2.5975,68.298
8.625,0.1963,74.7021,2.5449,2.1743,0.0576,2.5899,67.6079
8.6484,0.1867,66.0367,2.4425,1.8436,0.0555,2.5868,66.9294
8.6719,0.1682,59.3381,2.5312,1.9861,0.056,2.5848,66.325
8.6719,0.1463,51.7904,2.7331,2.319,0.0569,2.5823,65.7206
8.6719,0.1266,46.6626,3.0043,2.7239,0.0563,2.582,65.1431
8.6719,0.1101,40.8679,3.2567,3.113,0.0539,2.5867,64.8455
8.6719,0.096,38.0121,3.4535,3.4218,0.0519,2.5986,64.548
8.625,0.0869,36.2753,3.6146,3.5996,0.0529,2.6162,64.2632
8.6484,0.0749,36.2478,3.8988,3.9976,0.0569,2.635,64.289
8.6719,0.07,39.3403,4.2949,4.649,0.0607,2.6482,64.3148
8.6719,0.0698,41.4879,4.466,5.02,0.0617,2.6521,64.3408
8.6719,0.0735,44.1131,4.5047,5.1116,0.0607,2.6505,64.5706
8.6719,0.0786,44.7125,4.5302,5.0769,0.0598,2.6486,64.8023
8.6719,0.0828,42.6739,4.5679,5.0831,0.0597,2.6471,65.0341
8.6719,0.0846,40.9953,4.544,4.9699,0.0601,2.6451,65.3055
8.6719,0.0833,39.1498,4.5086,4.8259,0.0613,2.6424,65.5792
8.6719,0.0803,38.7153,4.312,4.4771,0.0638,2.6412,65.853
8.6719,0.0777,39.2033,4.2416,4.4217,0.0665,2.6418,66.099
8.6719,0.077,40.4466,4.231,4.4667,0.0675,2.642,66.3417
8.6719,0.0785,42.2825,4.2171,4.4873,0.0663,2.6397,66.5845
8.6719,0.0803,42.4308,4.1637,4.4276,0.0644,2.6366,66.7695
8.6719,0.0815,42.0386,4.0881,4.3547,0.0634,2.6357,66.9442
8.6719,0.0824,40.6305,4.0618,4.3337,0.0634,2.638,67.1188
8.6719,0.0846,39.876,4.0118,4.3114,0.0638,2.6422,67.2307
8.6719,0.0887,40.2503,3.9191,4.2022,0.0652,2.6458,67.3268
8.6719,0.0935,40.2157,3.8084,4.0466,0.0691,2.6469,67.4229
8.6719,0.0968,38.9198,3.705,3.9372,0.076,2.645,67.4545
8.6719,0.0971,40.4543,3.597,3.8232,0.082,2.6371,67.4648
8.6719,0.0934,41.1728,3.4491,3.6663,0.0822,2.6239,67.4751
8.7031,0.091,40.5363,3.2612,3.3428,0.0762,2.6097,67.4856
8.6719,0.0913,39.5535,3.1361,3.0439,0.0695,2.6004,67.4964
8.6875,0.0892,37.1115,2.971,2.7542,0.0658,2.5971,67.5071
8.7031,0.0905,37.9984,2.9886,2.8881,0.0636,2.596,67.4611
8.7031,0.0922,41.9932,3.1183,3.2036,0.0603,2.5965,67.3852
8.6719,0.0944,46.5719,3.1297,3.2366,0.0559,2.6001,67.3092
8.6719,0.0922,53.3984,3.0409,2.9999,0.0529,2.6091,67.463
8.6719,0.0888,55.4729,2.9906,2.8583,0.0524,2.6197,67.7652
8.6719,0.0868,51.4116,3.1191,3.091,0.0535,2.6251,68.0673
8.6719,0.0887,47.7334,3.212,3.4118,0.0554,2.6245,68.4674
8.6719,0.0956,43.0189,3.201,3.3399,0.058,2.6202,68.9446
8.6875,0.1045,41.0667,3.2132,3.3964,0.0598,2.6148,69.4219
8.6719,0.1165,39.7595,3.3048,3.6519,0.0593,2.6096,69.8288
8.6719,0.1211,38.2306,3.3647,3.8882,0.0586,2.607,70.1685
8.6719,0.1183,37.7288,3.3234,3.8166,0.0626,2.6067,70.5082
8.7031,0.1095,38.199,3.241,3.6387,0.0736,2.6022,70.8451
8.6719,0.105,38.7583,3.2032,3.5253,0.0856,2.584,71.1788
8.6719,0.1019,37.2247,3.2198,3.6907,0.0869,2.5514,71.5126
8.7031,0.102,35.4851,3.1944,3.9019,0.0748,2.5191,71.7601
8.6875,0.1119,34.6987,3.1532,3.7552,0.0613,2.5076,71.8865
8.7031,0.1232,32.9103,2.9847,3.313,0.0586,2.5215,72.0129
8.7031,0.1412,32.2302,2.8184,3.1111,0.0689,2.5453,72.0917
8.7266,0.1572,32.4616,2.8191,3.384,0.0847,2.5591,72.0887
8.7266,0.1734,34.3263,2.7998,3.3834,0.0951,2.5518,72.0857
8.7031,0.1779,36.4007,2.5865,2.777,0.0955,2.5268,71.8452
8.6875,0.1777,39.6137,2.4642,2.5876,0.0882,2.4949,71.0986
8.6719,0.1735,44.5201,2.4562,2.7381,0.0783,2.4664,70.3521
8.6484,0.1737,48.9945,2.4154,2.9304,0.0701,2.4475,69.5664
8.6719,0.1703,52.5379,2.3181,2.8107,0.0647,2.4398,68.6759
8.6875,0.1683,54.339,2.0885,2.4938,0.0613,2.4414,67.7854
8.7031,0.1652,53.8575,1.9339,2.0582,0.0595,2.4501,66.8923
8.7031,0.1586,57.8866,1.8878,2.1784,0.0586,2.4621,65.9899
8.7031,0.15,60.5369,2.0125,2.7039,0.058,2.4737,65.0875
8.7031,0.1457,60.9086,2.0818,2.8143,0.0574,2.4825,64.3606
8.6719,0.1441,61.3827,2.0774,2.8327,0.057,2.4879,64.4586
8.625,0.1484,65.7563,2.1309,3.0168,0.0574,2.4908,64.7109
8.625,0.1492,70.0598,2.1469,3.2283,0.0585,2.4916,65.2509
8.625,0.1474,68.1639,2.1077,2.7684,0.0597,2.4907,65.791
8.6484,0.1404,61.7185,1.9036,2.1828,0.0605,2.4879,67.3694
8.6719,0.1353,55.7547,1.8631,2.0177,0.06,2.4847,68.3711
8.6719,0.1303,52.2453,1.966,2.6647,0.0567,2.483,69.3575
8.625,0.1295,51.189,2.1168,3.4138,0.0508,2.4848,70.3884
8.625,0.1271,48.155,2.2533,4.2923,0.0452,2.4924,70.9038
8.6719,0.123,44.0275,2.2313,3.7874,0.0434,2.5055,70.8028
8.6719,0.1223,42.1871,2.1157,3.274,0.047,2.5202,70.7476
8.6719,0.1214,40.2937,2.0741,3.1591,0.0527,2.5318,70.6164
8.7031,0.1186,39.3936,2.0001,2.9193,0.0567,2.537,70.3434
8.7031,0.1187,39.9389,1.9211,2.5951,0.0588,2.5398,70.3464
8.6719,0.1232,41.7947,1.8515,2.3471,0.0609,2.544,70.367
8.6875,0.1264,44.9148,1.7052,1.8088,0.0643,2.5498,70.5429
8.7031,0.1323,47.3129,1.729,1.7979,0.0677,2.5528,70.724
8.7266,0.1338,49.5119,1.8179,1.8923,0.0684,2.5492,71.0514
8.7031,0.1388,51.0295,2.0207,2.3391,0.0657,2.5403,71.1884
8.7031,0.1392,51.4462,2.1237,2.7025,0.0617,2.5315,71.3255
8.7031,0.1385,51.4684,2.0159,2.1295,0.0596,2.5271,71.801
8.7031,0.1364,51.7852,1.9354,1.791,0.0608,2.5291,72.0536
8.7031,0.1324,52.8925,2.0019,1.9195,0.0638,2.5351,72.2739
8.7031,0.1278,55.1388,2.2276,2.4665,0.0652,2.5413,72.3585
8.7031,0.1257,56.2177,2.2551,2.5296,0.0651,2.5478,72.5394
8.7031,0.1284,58.7464,2.2048,2.3666,0.0657,2.5555,73.0061
8.7031,0.1356,59.4568,2.1957,2.3902,0.0675,2.5629,73.2172
8.7031,0.1455,58.5733,2.2189,2.4964,0.0698,2.5659,73.4133
8.7031,0.1557,58.1815,2.2263,2.5643,0.0718,2.562,73.6868
8.7031,0.1652,59.5264,2.2583,2.8702,0.0729,2.5514,73.6675
8.6875,0.1727,60.9865,2.2659,3.0895,0.0726,2.5358,73.4533
8.7031,0.1683,62.1359,2.2275,3.0644,0.0699,2.5194,73.0855
8.6875,0.156,60.5735,2.2115,2.9967,0.065,2.5074,72.7176
8.7031,0.1326,59.4527,2.18,2.92,0.0601,2.5032,71.6357
8.6875,0.1087,55.9269,2.1271,2.7235,0.057,2.5075,71.03
8.6719,0.0947,52.9353,2.1077,2.6206,0.0559,2.5186,70.4709
8.6875,0.0787,50.6595,2.0659,2.4367,0.0551,2.5344,69.4884
8.6719,0.089,49.8206,2.0021,2.2257,0.0534,2.5532,69.1389
8.6875,0.0892,51.2947,1.905,1.937,0.0515,2.5738,69.0419
8.6719,0.0948,54.2773,1.8864,1.8768,0.0514,2.595,68.945
8.6719,0.098,56.396,1.8854,1.8746,0.0541,2.6145,68.9397
8.6719,0.0996,61.4485,1.9036,1.9069,0.0588,2.6307,68.9343
8.6719,0.0996,66.1954,1.9379,1.9727,0.0646,2.6409,69.1145
8.6719,0.0984,70.0163,1.9911,2.047,0.0707,2.6437,69.2947
8.6719,0.0972,73.7291,2.0083,2.0759,0.0746,2.6364,69.5218
8.6719,0.0966,74.85,2.0733,2.2557,0.0741,2.6208,69.88
8.6719,0.0974,73.2825,2.192,2.587,0.0684,2.6043,70.0591
8.6719,0.0995,67.1892,2.4921,3.1034,0.0609,2.5946,70.2383
8.6719,0.1026,56.2929,2.548,3.1104,0.0569,2.5956,70.5922
8.6719,0.1059,45.0541,2.5822,3.1244,0.058,2.6034,70.9305
8.6719,0.1093,39.6537,2.6139,3.0894,0.0625,2.6096,71.2689
8.6719,0.113,38.3139,2.7092,3.3477,0.0665,2.607,71.4182
8.6719,0.1168,37.1152,2.5759,2.9976,0.0678,2.5941,71.5675
8.6719,0.1237,36.1531,2.5949,3.073,0.0679,2.5788,71.6687
8.625,0.1272,37.1241,2.638,3.1789,0.0686,2.568,71.7698
8.625,0.1266,36.5038,2.6494,3.1957,0.0702,2.5633,71.8333
8.6719,0.1277,36.1977,2.6527,3.1862,0.071,2.562,71.6188
8.6719,0.1287,36.7233,2.6535,3.0868,0.069,2.5609,71.5116
8.6719,0.1311,36.431,2.6348,2.943,0.0635,2.5592,71.4043
8.6719,0.135,35.7918,2.5551,2.6436,0.0557,2.5592,71.1761
8.6719,0.1397,36.4305,2.5589,2.6322,0.048,2.5659,70.7685
8.6719,0.1431,36.9518,2.4747,2.4444,0.0437,2.5811,70.361
8.625,0.1428,37.9864,2.441,2.3306,0.044,2.6009,69.9607
8.6719,0.1375,39.4915,2.4297,2.317,0.0482,2.6218,69.9101
8.6719,0.1264,43.1341,2.4084,2.2608,0.0563,2.6426,69.8596
8.6719,0.1116,45.3154,2.3958,2.2205,0.0672,2.6587,69.7586
8.6719,0.0972,46.2591,2.4803,2.7053,0.0786,2.6611,69.6576
8.6719,0.0875,51.3923,2.4624,2.8824,0.0889,2.6464,70.1177
8.6719,0.0847,53.4892,2.3158,2.945,0.0963,2.6156,70.592
8.6719,0.0881,56.538,2.12,2.6124,0.0987,2.5698,71.0664
8.625,0.1004,60.4093,2.0565,2.6953,0.094,2.5158,72.2346
8.625,0.1182,62.4344,1.8001,2.4626,0.0843,2.4645,73.4571
8.5781,0.1373,64.3199,1.6772,2.1344,0.075,2.4262,74.6796
8.5781,0.1567,63.6903,1.5694,1.8789,0.0685,2.4032,76.3224
8.625,0.1697,64.0215,1.423,1.565,0.0632,2.3918,78.0229
8.625,0.1805,66.1553,1.2333,1.3584,0.0579,2.388,79.7233
8.625,0.1886,66.0706,1.1732,1.2483,0.0544,2.3895,80.9379
8.625,0.1956,59.2393,1.1131,1.1381,0.0543,2.394,82.054
8.625,0.202,50.6308,1.0161,0.9974,0.0552,2.397,83.17
8.625,0.2057,45.258,0.9756,0.9149,0.0536,2.3956,83.6223
8.625,0.205,46.2724,0.9088,0.8013,0.0497,2.3925,83.8911
8.625,0.2007,49.6908,0.8896,0.768,0.047,2.3937,84.1598
8.625,0.1926,50.9455,0.8704,0.7347,0.0489,2.4022,83.888
8.6719,0.1883,53.729,0.8624,0.7431,0.0535,2.4146,83.4217
8.6719,0.1856,53.9287,0.8701,0.7567,0.0564,2.4245,82.9553
8.7031,0.1818,54.4857,0.9682,0.8987,0.055,2.43,82.5845
8.7031,0.1814,57.9251,1.0286,1.0156,0.0511,2.4347,82.2138
8.6719,0.1774,57.6531,1.089,1.1325,0.0481,2.4427,81.3471
8.6719,0.1719,59.1891,1.1341,1.2142,0.048,2.4522,80.4804
8.6719,0.1687,62.0467,1.1253,1.1334,0.0486,2.4586,79.4989
8.625,0.1625,68.4762,1.1012,1.0045,0.047,2.4616,78.4527
8.625,0.1546,70.1191,1.0945,0.9698,0.0431,2.4677,77.4065
8.625,0.1448,70.8738,1.0878,0.935,0.0407,2.4857,76.4419
8.625,0.1338,76.4319,1.1507,1.0526,0.0427,2.5153,75.5336
8.625,0.1241,81.5989,1.3138,1.4072,0.0487,2.5472,74.6252
8.6719,0.1155,82.136,1.547,1.8883,0.0556,2.5696,73.7246
8.6719,0.115,77.6426,1.6748,2.105,0.0611,2.579,72.8305
8.6719,0.1177,70.9127,1.8027,2.3217,0.0633,2.5789,71.9364
8.6719,0.1196,63.446,1.9289,2.4791,0.061,2.5761,71.1442
8.6719,0.1165,57.6523,1.9876,2.3602,0.0555,2.5788,70.456
8.6719,0.1088,55.2159,2.0736,2.24,0.0503,2.5919,69.7677
8.6719,0.0987,51.665,2.1908,2.5196,0.0491,2.6123,69.0398
8.6719,0.0896,46.2179,2.3079,2.7992,0.0519,2.6318,68.2629
8.6719,0.0844,42.3162,2.8182,4.3665,0.0554,2.642,67.4861
8.6719,0.0846,39.8083,3.2955,5.4475,0.0572,2.6427,66.7644
8.6719,0.0893,38.9375,3.5402,5.8186,0.0568,2.6382,66.1256
8.6719,0.0943,37.863,3.7388,5.9674,0.055,2.6343,65.4868
8.6719,0.0947,37.3856,3.8018,5.8689,0.0535,2.6343,64.7846
8.6719,0.0888,37.3531,3.8647,5.7705,0.053,2.638,63.9653
8.6719,0.0795,37.9561,3.9704,5.3298,0.0537,2.6422,63.146
8.6719,0.0722,38.2534,4.092,5.0567,0.0544,2.6434,62.5348
8.6719,0.0698,41.9502,4.4612,6.0796,0.0537,2.639,62.4016
8.6719,0.0718,47.2027,4.6939,6.831,0.0522,2.631,62.2684
8.6719,0.0761,51.5016,4.9265,7.5824,0.0505,2.6233,62.2078
8.6484,0.0835,52.9621,5.0695,7.8763,0.0494,2.6199,62.3589
8.6719,0.0833,46.2355,5.0481,7.582,0.0491,2.6237,62.51
8.6719,0.0823,40.5649,5.0315,7.4253,0.0496,2.6337,62.646
8.6719,0.0766,39.512,5.035,7.4171,0.0506,2.6468,62.724
8.6719,0.0679,43.0663,5.0386,7.4089,0.0523,2.6594,62.802
8.6719,0.0599,48.9598,4.9662,7.2539,0.0547,2.668,62.8327
8.6719,0.0553,52.4538,4.7745,6.602,0.0577,2.6716,62.6138
8.6719,0.0548,54.5797,4.5401,6.0769,0.0606,2.671,62.3949
8.6719,0.0567,53.1409,4.5753,6.4247,0.062,2.6674,62.1913
8.6719,0.0592,45.9809,4.6106,6.7724,0.0616,2.6625,62.1105
8.6719,0.0609,36.7747,4.7625,7.9824,0.0596,2.6575,62.07
8.6719,0.0613,29.8575,4.867,8.9282,0.0572,2.6534,62.0296
8.6719,0.0611,26.634,4.7884,9.8007,0.0559,2.6508,61.9817
8.6719,0.0613,25.5938,4.6446,9.3149,0.0565,2.6481,62.4204
8.6719,0.0633,26.3426,4.5009,8.8292,0.0603,2.6436,62.8591
8.6719,0.0689,27.1643,4.1864,7.1736,0.0675,2.6343,63.306
8.6719,0.081,26.543,3.9725,6.3545,0.0746,2.6151,64.2807
8.6719,0.1008,28.4809,3.7682,5.9702,0.0763,2.5846,65.2554
8.6719,0.1253,32.1911,3.6528,5.7963,0.0698,2.5497,66.23
8.6719,0.148,35.8303,3.5373,5.6223,0.0585,2.5221,67.2529
8.7031,0.1617,44.0195,3.1122,4.9728,0.0499,2.5107,68.2773
8.7031,0.1707,55.1146,2.1987,2.8268,0.048,2.5127,69.3017
8.6719,0.1702,73.6626,1.5672,1.1229,0.0517,2.5191,70.1224
8.6719,0.1647,89.372,1.5779,1.2101,0.0563,2.5229,70.9252
8.7031,0.1545,96.6024,1.7687,1.7258,0.0575,2.5217,71.728
8.6719,0.1468,99.2503,1.8311,1.7087,0.0545,2.5184,72.1627
8.6719,0.1366,91.431,1.8626,1.7823,0.0488,2.5184,72.5432
8.6719,0.1253,73.9066,1.894,1.856,0.0444,2.5277,72.9236
8.6719,0.1135,58.8708,1.9629,1.9626,0.0435,2.5476,72.8341
8.6719,0.1022,46.4194,2.1407,2.3344,0.0458,2.5723,72.6438
8.6719,0.0929,38.7093,2.3224,2.8661,0.0488,2.5948,72.4536
8.6719,0.0868,33.4741,2.4715,3.4888,0.0509,2.6104,72.0001
8.6719,0.0835,31.004,2.6148,4.3248,0.0529,2.6212,71.4703
8.6719,0.0814,29.8093,2.6691,4.586,0.0565,2.6275,70.9405
8.6484,0.082,29.2283,2.6857,4.6304,0.0631,2.6276,70.4672
8.6719,0.0763,33.8316,2.6891,4.5494,0.0727,2.6184,70.015
8.625,0.078,39.7481,2.6693,4.4805,0.0821,2.5975,69.5628
8.625,0.0803,42.3775,2.6494,4.4117,0.0861,2.5662,69.5331
8.625,0.0873,43.6504,2.5655,4.182,0.0817,2.5307,69.7027
